Date,Actual,LSTM_Predicted
2018-11-15,64.3600006103516,62.39723
2018-11-16,63.9599990844727,62.202587
2018-11-19,63.4000015258789,62.077797
2018-11-20,62.8800010681152,61.968624
2018-11-21,63.4799995422363,61.864365
2018-11-22,62.2400016784668,62.772827
2018-11-23,62.4599990844727,62.615097
2018-11-26,63.6199989318848,62.453945
2018-11-27,63.0,62.30972
2018-11-28,63.4199981689453,62.176594
2018-11-29,64.3399963378906,61.67288
2018-11-30,64.2799987792969,61.530815
2018-12-03,65.4400024414062,61.44097
2018-12-04,64.4000015258789,61.339275
2018-12-05,63.5200004577637,61.300022
2018-12-06,60.7200012207031,61.944675
2018-12-07,61.3600006103516,61.88559
2018-12-10,61.060001373291,61.913795
2018-12-11,61.7400016784668,61.87389
2018-12-12,63.1800003051758,61.87192
2018-12-13,62.8400001525879,61.957497
2018-12-14,61.0,61.93159
2018-12-17,60.3600006103516,61.88334
2018-12-18,60.4799995422363,61.880424
2018-12-19,60.2200012207031,61.83309
2018-12-20,59.0999984741211,59.22292
2018-12-21,58.060001373291,59.217907
2018-12-24,57.9799995422363,59.167347
2018-12-27,58.2200012207031,59.2015
2018-12-28,59.3199996948242,59.235672
