Date,Actual,XGBoost_Predicted
2018-11-14,98.25,98.51076
2018-11-15,97.7699966430664,98.217514
2018-11-16,97.6900024414062,98.03241
2018-11-19,96.8000030517578,98.32706
2018-11-20,95.3899993896484,98.025185
2018-11-21,96.870002746582,95.11239
2018-11-22,95.9400024414062,95.69681
2018-11-23,96.379997253418,96.085205
2018-11-26,97.7399978637695,96.13197
2018-11-27,97.4199981689453,95.89874
2018-11-28,97.3199996948242,98.056915
2018-11-29,97.3099975585938,98.34121
2018-11-30,97.0299987792969,98.43379
2018-12-03,98.7399978637695,98.591034
2018-12-04,97.6500015258789,98.777504
2018-12-05,96.4000015258789,97.81654
2018-12-06,93.2799987792969,97.96694
2018-12-07,92.9400024414062,98.04016
2018-12-10,91.5599975585938,98.24637
2018-12-11,92.9100036621094,98.60518
2018-12-12,94.0999984741211,93.187035
2018-12-13,94.0999984741211,93.06007
2018-12-14,93.6900024414062,92.436165
2018-12-17,92.8000030517578,92.21994
2018-12-18,92.6100006103516,93.301994
2018-12-19,92.6900024414062,93.13072
2018-12-20,91.370002746582,93.29431
2018-12-21,91.6800003051758,93.34058
2018-12-27,89.4899978637695,93.410835
2018-12-28,91.0599975585938,93.3724
