Date,Actual,ARIMA_LSTM_Predicted
2018-11-14,98.25,98.84447037802005
2018-11-15,97.7699966430664,98.61216918296621
2018-11-16,97.6900024414062,98.57918638318344
2018-11-19,96.8000030517578,98.69366670275771
2018-11-20,95.3899993896484,98.8152743870402
2018-11-21,96.870002746582,95.30823312892738
2018-11-22,95.9400024414062,95.16834342234937
2018-11-23,96.379997253418,95.18672606239274
2018-11-26,97.7399978637695,95.35846428298015
2018-11-27,97.4199981689453,95.47795516290095
2018-11-28,97.3199996948242,97.2739864669487
2018-11-29,97.3099975585938,97.21961943005665
2018-11-30,97.0299987792969,97.18704304487868
2018-12-03,98.7399978637695,97.35211303893807
2018-12-04,97.6500015258789,97.39159287262088
2018-12-05,96.4000015258789,97.46752511031902
2018-12-06,93.2799987792969,97.41746524225314
2018-12-07,92.9400024414062,97.4575763684813
2018-12-10,91.5599975585938,97.59160043836445
2018-12-11,92.9100036621094,97.62846134268793
2018-12-12,94.0999984741211,92.90576397818386
2018-12-13,94.0999984741211,92.82672311789482
2018-12-14,93.6900024414062,92.85904424270727
2018-12-17,92.8000030517578,92.90518974745116
2018-12-18,92.6100006103516,92.9065106770402
2018-12-19,92.6900024414062,92.51187970240831
2018-12-20,91.370002746582,92.48429658535419
2018-12-21,91.6800003051758,92.59207042336872
2018-12-27,89.4899978637695,92.67449991259727
2018-12-28,91.0599975585938,92.60369776797124
