Date,Actual,ARIMA_XGBoost_Predicted
2018-11-14,98.25,98.82704640599826
2018-11-15,97.7699966430664,98.6264413922231
2018-11-16,97.6900024414062,98.57658703393801
2018-11-19,96.8000030517578,98.7162497841447
2018-11-20,95.3899993896484,98.84805018305875
2018-11-21,96.870002746582,95.41048145859662
2018-11-22,95.9400024414062,95.24505379923788
2018-11-23,96.379997253418,95.20471483138103
2018-11-26,97.7399978637695,95.46323898997713
2018-11-27,97.4199981689453,95.46723091063647
2018-11-28,97.3199996948242,97.33326573695318
2018-11-29,97.3099975585938,97.22514585723623
2018-11-30,97.0299987792969,97.15820690260692
2018-12-03,98.7399978637695,97.39673197146836
2018-12-04,97.6500015258789,97.3732007100342
2018-12-05,96.4000015258789,97.49368743665492
2018-12-06,93.2799987792969,97.51538725818833
2018-12-07,92.9400024414062,97.48486038252004
2018-12-10,91.5599975585938,97.58758417821363
2018-12-11,92.9100036621094,97.68144316543939
2018-12-12,94.0999984741211,92.95703326798848
2018-12-13,94.0999984741211,92.85835029422431
2018-12-14,93.6900024414062,92.89454804552831
2018-12-17,92.8000030517578,93.04536622715584
2018-12-18,92.6100006103516,92.91821719551517
2018-12-19,92.6900024414062,92.58457402915924
2018-12-20,91.370002746582,92.510677004154
2018-12-21,91.6800003051758,92.61472310994229
2018-12-27,89.4899978637695,92.69558501005176
2018-12-28,91.0599975585938,92.6324010105116
