Date,Actual,ARIMA_Predicted
2025-08-29,210.050003051758,213.4546960543787
2025-09-01,210.25,213.36568111801662
2025-09-02,211.100006103516,213.49523282919182
2025-09-03,217.25,213.50366560992407
2025-09-04,217.25,213.38340615849907
2025-09-05,218.300003051758,215.99925308091684
2025-09-08,226.149993896484,215.82261382539386
2025-09-09,223.449996948242,216.4986028337679
2025-09-10,228.949996948242,216.9306276137738
2025-09-11,229.649993896484,216.4610775367057
2025-09-12,232.0,228.59116924860783
2025-09-15,233.75,228.692717053837
2025-09-16,228.899993896484,229.30190158241086
2025-09-17,226.949996948242,229.37748412701825
2025-09-18,232.649993896484,228.81692142055695
2025-09-19,231.100006103516,232.66877898932026
2025-09-22,230.0,232.45686845207547
2025-09-23,230.550003051758,232.32816205395994
2025-09-24,232.399993896484,232.1434069150783
2025-09-25,231.050003051758,232.1754271314782
2025-09-26,235.25,231.10593294267736
2025-09-29,234.25,231.221625174622
2025-09-30,237.600006103516,231.11570063673483
2025-10-01,244.850006103516,231.04125768274437
2025-10-02,250.5,231.10701269573826
2025-10-03,249.699996948242,249.84655242551662
2025-10-06,250.0,249.19433176403442
2025-10-07,245.899993896484,248.95040379473815
2025-10-08,248.800003051758,249.10107038456056
2025-10-09,249.0,249.4103613370618
