Date,Actual,LSTM_XGBoost_Predicted
2018-11-15,64.3600006103516,62.80027
2018-11-16,63.9599990844727,62.724167
2018-11-19,63.4000015258789,62.698353499999996
2018-11-20,62.8800010681152,62.693490999999995
2018-11-21,63.4799995422363,62.6064645
2018-11-22,62.2400016784668,63.194206
2018-11-23,62.4599990844727,62.994226499999996
2018-11-26,63.6199989318848,62.853641499999995
2018-11-27,63.0,62.680104
2018-11-28,63.4199981689453,62.406044
2018-11-29,64.3399963378906,62.658950000000004
2018-11-30,64.2799987792969,62.59829499999999
2018-12-03,65.4400024414062,62.496976000000004
2018-12-04,64.4000015258789,62.5067775
2018-12-05,63.5200004577637,62.242649
2018-12-06,60.7200012207031,62.78269
2018-12-07,61.3600006103516,62.812754999999996
2018-12-10,61.060001373291,62.7713335
2018-12-11,61.7400016784668,62.747673000000006
2018-12-12,63.1800003051758,62.5568725
2018-12-13,62.8400001525879,62.466572
2018-12-14,61.0,62.441972
2018-12-17,60.3600006103516,62.355085
2018-12-18,60.4799995422363,62.192268
2018-12-19,60.2200012207031,62.29734
2018-12-20,59.0999984741211,59.823113
2018-12-21,58.060001373291,59.8866615
2018-12-24,57.9799995422363,59.8294635
2018-12-27,58.2200012207031,59.7537215
2018-12-28,59.3199996948242,59.697096
